ASV silva_kingdom silva_phylum silva_class silva_order silva_family silva_genus silva_species_single silva_species_multiple rdp_kingdom rdp_phylum rdp_class rdp_order rdp_family rdp_genus rdp_species_single rdp_species_multiple decipher_domain decipher_phylum decipher_class decipher_order decipher_family decipher_genus decipher_species
ASV_16S_00112 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae "Candidatus Koribacter" NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae "Candidatus Koribacter" NA
ASV_16S_00113 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_00114 Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales NA NA NA
ASV_16S_00115 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA
ASV_16S_00116 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA NA Bacteria Proteobacteria Betaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_16S_00117 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Pseudolabrys NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys NA
ASV_16S_00118 Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae BSV13 NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales NA NA NA
ASV_16S_00119 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae "Candidatus Udaeobacter" NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae "Candidatus Udaeobacter" NA
ASV_16S_00120 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA
ASV_16S_00122 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA NA Bacteria Actinobacteria Acidimicrobiia Acidimicrobiales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_00123 Bacteria Chloroflexi KD4-96 NA NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp16 Gp16 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_00124 Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae "Clostridium sensu stricto 9" NA NA Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae_1 Clostridium_sensu_stricto NA NA Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae "Clostridium sensu stricto 9" NA
ASV_16S_00125 Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae NA NA NA Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Leptolinea NA NA Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae NA NA
ASV_16S_00126 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Sterolibacterium NA NA Bacteria Proteobacteria Betaproteobacteria Nitrosomonadales Sterolibacteriaceae Sterolibacterium NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae NA NA
ASV_16S_00127 Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA
ASV_16S_00128 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA NA Bacteria Acidobacteria Holophagae Holophagales Holophagaceae Geothrix NA NA Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA
ASV_16S_00129 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA
ASV_16S_00130 Bacteria Actinobacteriota Actinobacteria Frankiales NA NA NA NA Bacteria Actinobacteria Actinobacteria Geodermatophilales Geodermatophilaceae NA NA NA Bacteria Actinobacteriota Actinobacteria Frankiales NA NA NA
ASV_16S_00131 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA
ASV_16S_00132 Bacteria Firmicutes Clostridia Oscillospirales Ethanoligenenaceae NA NA NA Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae Ethanoligenens NA NA Bacteria Firmicutes Clostridia Oscillospirales NA NA NA
ASV_16S_00133 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_00134 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Edaphobacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_00135 Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Smithella NA NA Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA
ASV_16S_00136 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_16S_00137 Bacteria Actinobacteriota Coriobacteriia OPB41 NA NA NA NA Bacteria Actinobacteria Coriobacteriia NA NA NA NA NA Bacteria Actinobacteriota Coriobacteriia OPB41 NA NA NA
ASV_16S_00138 Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae BSV13 NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae BSV13 NA
ASV_16S_00139 Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Marinilabiliaceae NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA
ASV_16S_00140 Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae NA NA NA Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Geobacteraceae Geobacter NA NA Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae Geobacter NA
ASV_16S_00141 Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA
ASV_16S_00142 Bacteria Firmicutes Clostridia Oscillospirales Ethanoligenenaceae "Incertae Sedis" NA NA Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae Ethanoligenens NA NA Bacteria Firmicutes Clostridia Oscillospirales NA NA NA
ASV_16S_00143 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_16S_00144 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_16S_00145 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Georgfuchsia NA NA Bacteria Proteobacteria Betaproteobacteria Nitrosomonadales NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae NA NA
ASV_16S_00146 Bacteria Desulfobacterota Syntrophia Syntrophales Syntrophaceae Syntrophus NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Syntrophus NA NA Bacteria Desulfobacterota Syntrophia Syntrophales Syntrophaceae Syntrophus NA
ASV_16S_00147 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae "Candidatus Koribacter" NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae "Candidatus Koribacter" NA
ASV_16S_00148 Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae BSV13 NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae BSV13 NA
ASV_16S_00149 Bacteria Patescibacteria Microgenomatia "Candidatus Woesebacteria" NA NA NA NA Bacteria Microgenomates NA NA NA NA NA NA Bacteria Patescibacteria Microgenomatia "Candidatus Woesebacteria" NA NA NA
ASV_16S_00150 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_16S_00151 Bacteria Firmicutes Clostridia Eubacteriales Eubacteriaceae Acetobacterium NA NA Bacteria Firmicutes Clostridia Clostridiales Eubacteriaceae Acetobacterium NA NA Bacteria Firmicutes Clostridia Eubacteriales Eubacteriaceae Acetobacterium NA
ASV_16S_00152 Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Smithella NA NA Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA
ASV_16S_00153 Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Smithella NA NA Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA
ASV_16S_00154 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Candidatus_Solibacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA
ASV_16S_00155 Bacteria Firmicutes Clostridia Oscillospirales Ethanoligenenaceae "Incertae Sedis" NA NA Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae Ethanoligenens NA NA Bacteria NA NA NA NA NA NA
ASV_16S_00156 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA
ASV_16S_00157 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus fermentans fermentans Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Roseiarcaceae Roseiarcus fermentans fermentans Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_16S_00158 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Acidipila NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_00159 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA
ASV_16S_00160 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Lentimicrobiaceae Lentimicrobium NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_00161 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Nevskiales Steroidobacteraceae Povalibacter NA NA Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_16S_00162 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA
ASV_16S_00163 Bacteria Chloroflexi KD4-96 NA NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp16 Gp16 NA NA NA NA Bacteria Chloroflexi KD4-96 NA NA NA NA
ASV_16S_00164 Bacteria Actinobacteriota WCHB1-81 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Actinobacteriota WCHB1-81 NA NA NA NA
ASV_16S_00165 Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA NA Bacteria Firmicutes Clostridia Clostridiales NA NA NA NA Bacteria Firmicutes Clostridia NA NA NA NA
ASV_16S_00166 Bacteria Proteobacteria Alphaproteobacteria Micropepsales Micropepsaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Micropepsales Micropepsaceae Micropepsis NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_16S_00167 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Lentimicrobiaceae Lentimicrobium NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA
ASV_16S_00168 Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA
ASV_16S_00169 Bacteria Verrucomicrobiota Verrucomicrobiae "S-BQ2-57 soil group" NA NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae "S-BQ2-57 soil group" NA NA NA
ASV_16S_00170 Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Smithella NA NA Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA
ASV_16S_00171 Bacteria Bacteroidota Bacteroidia Sphingobacteriales S15A-MN91 NA NA NA Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Cryomorphaceae NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales S15A-MN91 NA NA
ASV_16S_00172 Bacteria Bacteroidota Ignavibacteria Ignavibacteriales NA NA NA NA Bacteria Ignavibacteriae Ignavibacteria Ignavibacteriales Ignavibacteriaceae NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_00173 Bacteria Bacteroidota Kryptonia Kryptoniales BSV26 NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Bacteroidota Kryptonia Kryptoniales BSV26 NA NA
ASV_16S_00174 Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA
ASV_16S_00175 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidisphaera NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_16S_00176 Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Marinilabiliaceae NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA
ASV_16S_00177 Bacteria Actinobacteriota RBG-16-55-12 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Actinobacteriota NA NA NA NA NA
ASV_16S_00178 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA NA Bacteria Actinobacteria Thermoleophilia Solirubrobacterales Conexibacteraceae Conexibacter NA NA Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_16S_00179 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Rhodovastum NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Rhodovastum NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Rhodovastum NA
ASV_16S_00180 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Denitratisoma NA NA Bacteria Proteobacteria Betaproteobacteria Nitrosomonadales NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae NA NA
ASV_16S_00181 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA
ASV_16S_00182 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA
ASV_16S_00183 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales TRA3-20 NA NA NA Bacteria Proteobacteria Betaproteobacteria Nitrosomonadales NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales TRA3-20 NA NA
ASV_16S_00184 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae "Candidatus Koribacter" NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae "Candidatus Koribacter" NA
ASV_16S_00185 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA
ASV_16S_00186 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Flavitalea NA NA Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_16S_00187 Bacteria Caldisericota Caldisericia Caldisericales Caldisericaceae Caldisericum NA NA Bacteria NA NA NA NA NA NA NA Bacteria Caldisericota Caldisericia Caldisericales Caldisericaceae Caldisericum NA
ASV_16S_00188 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae NA NA NA NA
ASV_16S_00189 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae "Candidatus Udaeobacter" NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae "Candidatus Udaeobacter" NA
ASV_16S_00190 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Occallatibacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA
ASV_16S_00191 Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae Citrifermentans NA NA Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Geobacteraceae Geomonas NA NA Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae NA NA
ASV_16S_00192 Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA
ASV_16S_00193 Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae WCHB1-32 NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Prolixibacteraceae NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae WCHB1-32 NA
ASV_16S_00194 Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Smithella NA NA Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella NA
ASV_16S_00195 Bacteria Acidobacteriota Acidobacteriae Paludibaculum NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae NA NA Paludibaculum NA
ASV_16S_00196 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA
